,Species,Intercept,Corrs,MAE,MAE_Base,bFFP_Annual,NFFD_wt_Annual,PAS_wt_Annual,NFFD_sp_Annual,PAS_sp_Annual
1345,Matricaria discoidea,184.8784276,0.650910942,21.33117275,43.7003717,0.162965165,0,0.089792127,-1.003951098,0
1346,Maurandya antirrhiniflora,135.0540707,0.054113631,59.50968675,62.36702338,0.482517783,0,0,0,0
1347,Medicago lupulina,204.4397074,0.100455788,27.57215582,29.07355102,0,0,0,-0.49723598,0
1348,Medicago polymorpha,45.45240788,0.239134402,27.97977587,31.13727412,0.512594014,1.008917801,0.810669309,-0.499526838,6.961244303
1349,Medicago sativa,222.8714496,0.063270624,26.38921167,27.97553439,-0.044444526,0.202644067,-0.01047732,-0.56039278,0.08714968
1350,Melampodium leucanthum,119.4709876,0.166466628,40.37430621,45.09760645,0.428995449,-0.291374486,0.091520791,-0.171701507,-0.038509893
1351,Melampyrum lineare,162.8389614,0.053051032,17.32855306,17.85896852,0.179859883,0,0.032283601,0.099706219,0.043579551
1352,Melica californica,117.9991412,0.388315122,15.95704121,19.38771605,0.281298151,0,0.044037732,-0.15940418,0.100608317
1353,Melica imperfecta,127.8457126,0.228844472,20.02375848,22.21850566,0.193812648,-0.147858783,0.194056935,-0.135507867,0.027333705
1354,Melica subulata,203.5373325,0.504864654,16.24682875,25.26651874,0.023608882,0,0.041095344,-0.73576724,0
1355,Melica torreyana,120.2924908,0.060092157,18.16076695,18.99301427,0.132692356,0,0.539073164,0,0
1356,Melilotus albus,113.6266786,0.135218082,42.59059714,45.88771939,0.661473274,0.230450041,-0.094502012,0.274425075,0.11504652
1357,Melilotus indicus,195.8329033,0.077101443,30.74339837,32.6154205,0,-0.070924018,0.33408741,-0.798786762,0
1358,Menodora scabra,167.7747233,0.110688595,50.02412532,53.91769061,0.298690927,-0.363707929,0,0,0
1359,Mentha arvensis,218.8641588,0.002677036,18.30619998,18.33535809,0,0,0.007770754,0,0
1360,Mentha canadensis,243.7170288,0.140343994,21.64506574,23.70470422,-0.126140351,0.493869456,0.024573462,-0.312466438,-0.050530732
1361,Mentha spicata,234.2590361,0,24.2956162,24.2956162,0,0,0,0,0
1362,Mentzelia affinis,178.740466,0.175565472,14.44772522,15.90778175,-0.0831383,-0.248970942,0.516857562,-0.741532881,0
1363,Mentzelia aspera,177.4139988,0.498630215,17.35854989,28.64344671,0.060089072,-0.296715815,0.101160135,-0.690199021,-0.173840657
1364,Mentzelia dispersa,150.169142,0.300256845,15.71619188,18.17012966,0.213909353,0.137409429,0.019336468,-0.206089365,0.048668546
1365,Mentzelia involucrata,318.9529598,0.127892573,19.3088328,21.24247472,0.170752714,0.020109559,-1.394952539,-2.6973125,0
1366,Mentzelia jonesii,231.8116627,0.332132126,15.4014847,18.16965974,-0.001216045,-0.350524895,-1.641769059,-1.352210186,0
1367,Mentzelia laevicaulis,219.2535743,0.038983168,28.0336991,28.9615627,-0.091388307,0.091405645,0.07941072,0,-0.010597759
1368,Mentzelia micrantha,147.8679832,0.126674509,22.58250359,24.47272727,0.126207264,-0.099284333,0.214840918,-0.04741482,0.047372127
1369,Mentzelia montana,198.2116138,0.501579363,19.87692952,27.3000262,0.039100766,0.489248583,0.121205219,-1.290847737,-0.201082853
1370,Mentzelia multiflora,136.263042,0.118529281,46.33425003,51.3082078,0.500479063,0,0,0,0
1371,Mentzelia obscura,201.354524,0.399062112,11.89846923,16.38163047,0.489184679,0.339341975,0,-1.751598453,0
1372,Mentzelia veatchiana,177.8200358,0.23645702,17.47717145,20.85020821,0,0,0,-0.716469104,0.05170753
1373,Menyanthes trifoliata,196.2459531,0.488175521,17.29189336,26.73159106,0.001305494,0.852266342,0.026166757,-1.157658853,0.061902062
1374,Menziesia ferruginea,131.622684,0.237236557,16.46528755,19.8534758,0.318436312,0,-0.000754863,0,0.039101007
1375,Mertensia ciliata,185.6618972,0.234779387,15.53250304,18.45854934,0,0,0.018907391,-0.352606879,0.068886174
1376,Mertensia franciscana,177.8786115,0.060404362,22.18449142,22.60555973,0.14683637,0,0.016661103,0,0
1377,Mertensia lanceolata,109.1728401,0.647447079,13.67622334,27.27314014,0.325634279,0,0.032532366,-0.256057921,0.098133006
1378,Mertensia longiflora,158.1048144,0.543866294,15.2344893,24.95604396,0,-0.212204508,-0.057187861,-0.657280817,0.241997618
1379,Mertensia oblongifolia,259.7237429,0.560340311,13.76049455,21.27810287,-0.475351421,0.492099697,-0.004453373,-1.53980211,0.117142482
1380,Mertensia paniculata,263.1922445,0.283217327,15.68235209,18.80448226,-0.358695309,1.182660693,0.011934654,-1.224600053,0.03579182
1381,Micranthes ferruginea,163.3499126,0.326533902,12.65231099,16.85262027,0.225510669,0,0.013015105,-0.189045934,0.016678674
1382,Micromeria douglasii,160.7360735,0.134722081,31.09207989,34.18516901,0.278042319,0,0,0,0
1383,Micropus californicus,126.868408,0.141475611,14.83719647,16.08010713,0.122784212,0.120014834,0.307292401,-0.264974522,0.084124623
1384,Microseris douglasii,99.81989278,0.21869675,12.91903777,14.56118276,0.231844168,0.577694837,1.756712184,-0.530678805,0.440525131
1385,Microseris heterocarpa,75.73037942,0.164285888,13.6711173,14.93909439,0.222609312,1.083559142,2.282057298,-0.713494822,0.73069055
1386,Microseris nutans,149.2623088,0.433379196,11.95969216,16.56308703,0.121886522,0.286475591,0.019636872,-0.270655066,0.094902391
1387,Microsteris gracilis,105.6161649,0.565234258,19.00879531,30.39875799,0.32712362,0.068818465,0.051323302,-0.400865389,0.099667462
1388,Mikania scandens,249.193019,0.014998381,23.52119389,23.82292352,0,0,-0.044043061,0,0
1389,Mimosa aculeaticarpa,280.0855006,0.158641756,27.79162718,31.00505051,0,0.466533444,-0.633906105,-1.587627157,0
1390,Mimulus aurantiacus,128.7375478,0.059603721,31.38189156,32.54784531,0.227688758,0.122330301,0.179111306,-0.13414995,0.091662391
1391,Mimulus bicolor,120.7578914,0.291388466,13.86270246,16.30769231,0.309657675,0,0.037291279,0,0.020314292
1392,Mimulus bigelovii,110.2659289,0.320208583,21.20383473,26.89973103,0.387365547,-0.185449449,0.232506345,-0.243529979,0
1393,Mimulus brevipes,124.7559654,0.215857924,21.14423992,24.22770083,0.23066732,0,0.22482316,0,0
1394,Mimulus breweri,168.3663598,0.146379651,15.44868835,16.96486993,0.134490525,0.125793468,0.009404065,-0.047573057,0.03641709
1395,Mimulus cardinalis,150.0527814,0.062167472,32.4293083,33.80835773,0.331563654,0.637267093,0.056615894,-0.121122442,0.112861055
1396,Mimulus floribundus,140.9748889,0.171616397,34.33028454,36.91491699,0.37415686,0,0,0,0
1397,Mimulus guttatus,210.2371264,0.369180452,25.42398499,35.61235866,0.054456323,0,-0.001941301,-0.852541743,0.008736107
1398,Mimulus layneae,160.6008554,0.338571638,18.92659303,23.82552261,0.103996743,-0.070160624,0.095488251,-0.046022533,0.065344178
1399,Mimulus lewisii,201.4303364,0.07444558,13.42720168,14.25897139,0.014948209,0,0.009137533,-0.007485317,0.027500588
1400,Mimulus microphyllus,173.7986645,0.441797581,20.18122868,28.08,0.139779919,0,0.03484388,-0.605592983,0
1401,Mimulus moniliformis,176.7383598,0.234737552,17.07412124,19.72251034,0.127917632,-0.139403044,0.01233178,-0.049087015,0.035254571
1402,Mimulus moschatus,190.0075413,0.025706499,18.52957255,18.83160077,0.071080826,0,0.000623225,0,0.029690695
1403,Mimulus nasutus,194.4925323,0.379140939,23.23646046,32.05252898,0,0,0.040641802,-0.853029943,0.043893343
1404,Mimulus pilosus,189.6762947,0.025372247,36.56744824,37.41350083,0.054992117,-0.017504183,0.030151956,-0.014939041,0
1405,Mimulus primuloides,293.3443627,0.175582164,15.60566913,17.01018504,-0.465175775,0.579407773,0.016991461,-0.910920375,0.028991253
1406,Mimulus ringens,220.5741651,0.060543701,14.8169558,15.08953168,-0.016359531,0.024124734,-0.040753872,0.032124195,-0.006994908
1407,Mimulus rubellus,113.9517023,0.422927503,18.1624999,22.95818526,0.295746541,0.216062054,0.033790656,-0.481399894,0.190881667
1408,Mimulus suksdorfii,255.3246843,0.636614928,14.14871135,22.78751451,-0.35197401,0.541675651,0.007131487,-1.50505698,0.084128411
1409,Mimulus tilingii,206.740485,0.219367908,15.56803367,17.23469984,0,0,0.022358802,-0.207465851,0.024333025
1410,Mimulus torreyi,166.5749735,0.254089259,18.87592801,22.64749536,0.151488801,-0.208101091,-0.015451481,-0.054064905,0.095300523
1411,Mimulus tricolor,116.462682,0.315856946,15.38431418,18.9016,0.446628013,0.671822042,0,-0.788657475,0
1412,Minuartia douglasii,106.7643467,0.308089421,16.55461664,20.50405625,0.204127468,0.27817074,0.379889086,-0.202492407,0.300423212
1413,Minuartia nuttallii,208.0824834,0.359542982,17.76002391,22.66491748,0,1.561562568,0.018734361,-1.285407668,0.012745163
1414,Minuartia obtusiloba,237.1020081,0.147204841,12.86204885,13.78290406,-0.165041963,0.551192765,0.008146156,-0.787160598,0.027740594
1415,Minuartia rubella,207.5050887,0.265679047,15.16410861,17.25902118,-0.026595682,0.897833679,0.009490058,-0.895475415,0.037979948
1416,Mirabilis albida,240.3624957,0.01389844,28.94634834,29.476875,0,0,-0.084438805,0,0
1417,Mirabilis coccinea,173.7474227,0,37.84695504,37.84695504,0,0,0,0,0
1418,Mirabilis laevis,194.1204315,0.11719128,29.90992853,33.69844182,0,-0.507254211,0,-0.691370926,0
1419,Mirabilis linearis,185.2121778,0.037482546,25.63277778,26.29113127,0.222020385,0.415737336,-0.02234979,0,0
1420,Mirabilis longiflora,255.6216053,0.090429085,15.17104592,15.87783957,-0.183031863,0,0,0,0
1421,Mirabilis multiflora,227.3764254,0.057727154,44.23378291,46.81579483,0,0,-0.118476108,-0.722795102,0
1422,Mitella breweri,185.1952878,0.157966302,15.90564364,17.80281567,0,0,0.035202364,0,0
1423,Mitella pentandra,139.7844591,0.30278335,12.89720963,15.77322401,0.246542222,0,0.012606468,0,0.056998275
1424,Mitella stauropetala,176.5930822,0.418020229,12.74085398,17.68368484,0.017571446,0.285847389,-0.007462453,-0.699695515,0.092616513
1425,Mitella trifida,172.8765389,0.251139703,15.12902825,17.26851852,0,0,0.030712701,0,0.028169137
1426,Moehringia lateriflora,190.4472041,0.289544736,13.49182087,16.71814876,-0.003630393,0.859962506,0.015607936,-0.835294024,0.020299343
1427,Moehringia macrophylla,189.7241896,0.499579025,16.54085186,25.91203704,0,0.212030452,-0.022515971,-0.921387969,0.138380195
1428,Mohavea confertiflora,156.2208163,0.170778322,17.13690892,18.58027757,0.272838389,-0.175972629,0,-0.7988045,0
1429,Monarda fistulosa,265.9661812,0.268051029,15.5021613,18.03669274,-0.210736076,-0.126520264,0.030659617,-0.780139042,-0.06471106
1430,Monardella breweri,164.8224138,0.194685307,20.47389737,23.86668449,0.257665323,0,0,0,0
1431,Monardella nana,91.47929078,0.372355843,14.97590955,18.74104683,0.735749731,0,0.014074092,0,0
1432,Monardella odoratissima,205.3160179,0.049590332,19.29085158,19.97653694,0,0,0.021752374,0,0.020712666
1433,Monardella villosa,176.0080625,0.164007331,17.17810556,19.18012153,0.130099071,-0.030498232,0.133875377,-0.086233216,0
1434,Moneses uniflora,148.5762197,0.222738993,15.36679945,18.33673203,0.3200708,-0.271432596,0.000342008,0,0
1435,Monolepis nuttalliana,139.6267726,0.67586184,17.99966837,36.91005291,0.369283127,0,0.081831769,-0.748151795,0
1436,Monolopia lanceolata,91.91026959,0.104709772,15.16120517,16.78469136,0.145822073,-0.148944739,0.116631662,0,0
1437,Monoptilon bellioides,164.3845102,0.156820202,18.10429157,20.12014259,0.252620321,-0.217090908,-0.105077686,-0.850774697,0
1438,Monotropa hypopitys,200.0474581,0.039636746,22.87174665,23.37521348,0.156522569,0,-0.019337046,0,0.002815916
1439,Monotropa uniflora,246.6354652,0.150572039,24.0309812,26.21554905,-0.238868403,0,-0.05381694,0.158560668,0.100243316
1440,Montia chamissoi,285.2342995,0.344886091,17.21111744,21.87397079,-0.49384336,0.355260139,0.018178436,-1.207035838,0.085195734
1441,Montia fontana,69.95847762,0.448725553,26.6062502,37.90427594,0.520617111,0,0.027665343,0,0
1442,Montia linearis,167.7570876,0.493045188,16.08392079,22.53574308,0,0,0,-0.677177188,0.167261523
1443,Montia parvifolia,161.8308954,0.424604864,18.06624295,25.68965101,0.22317091,0,0.00872894,-0.303009694,0.042200235
1444,Muhlenbergia asperifolia,224.0531915,0,26.74920779,26.74920779,0,0,0,0,0
1445,Muhlenbergia filiformis,231.069028,0.10054176,19.5364302,21.54625,-0.16934752,0,0.041982528,0,0.034873376
1446,Muhlenbergia microsperma,242.5390122,0.049719978,36.51034045,37.66126722,-0.376489831,-0.733786574,0.481374836,-0.836285801,-0.068072896
1447,Muhlenbergia richardsonis,207.6326163,0.120139567,19.61357264,21.15739645,0,0,0.021161085,-0.21627432,0.041557002
1448,Muhlenbergia rigens,221.5450437,0.029072905,52.61268882,54.34745461,0.119837164,-0.111225795,0.039673807,0,0.03977894
1449,Muilla maritima,122.7810181,0.331451629,19.39501198,24.44297521,0.267483326,0,0.150893123,-0.191926245,0.30395481
1450,Musineon divaricatum,134.4559023,0.096370246,14.08578902,14.96828484,0.126425722,-0.045061352,0.041620119,-0.098135099,0.053949094
1451,Myosotis alpestris,211.9357022,0.352822717,14.84645871,19.26583333,-0.169697604,0,0.027648351,-0.800453604,0.055721239
1452,Myosotis discolor,185.6140612,0.205627791,14.46707363,16.98326531,0,0,0,-0.557615556,-0.024772375
1453,Myosotis laxa,185.911675,0.059981856,27.16611908,27.70960497,0.018356406,0,0.051605131,-0.022337134,0.030353676
1454,Myosotis scorpioides,204.994898,0,32.80070804,32.80070804,0,0,2.25E-18,0,0
1455,Myosotis stricta,197.9204586,0.380320244,11.76827425,14.87193878,-0.169259412,0,0,-0.666723426,0.124395683
1456,Myosurus minimus,184.521538,0.506519427,16.84184025,27.85463138,0,0,0.013368676,-0.910479845,0.082289136
1457,Myriophyllum sibiricum,207.2198594,0.013505408,28.78809561,28.9932154,0,0,0.027098085,0,0.01146618
1458,Nama demissa,90.17382149,0.268649605,17.49306731,21.1157985,0.398037372,0,0.029215628,-0.173653401,0
1459,Nama hispida,146.681096,0.12440315,24.7938396,27.61093756,0,-0.725357102,0,0,0
1460,Nassella cernua,53.627863,0.112294737,24.84617359,26.7774323,0.350311309,-0.12907285,0.962684712,0.635555937,0.007066786
1461,Nassella lepida,138.9400679,0.141195268,20.01540361,21.32600399,0.000694712,-0.275269113,1.873946852,0,0
1462,Nassella pulchra,99.59501852,0.065523309,19.71039683,20.5858185,0.057697581,0.085690999,1.520754476,0,0
1463,Nassella viridula,160.008583,0.119689712,12.44977324,13.49635391,0.186908087,0,-0.001778679,-0.22092776,0.072152463
1464,Nasturtium officinale,264.1184712,0.151848593,33.24072071,37.30200747,-0.234933183,-0.097523322,0.016424427,-1.087380218,-0.140230878
1465,Navarretia atractyloides,98.42808317,0.061761237,21.30107986,22.42027778,0.365692093,0.945767764,0.570217226,-0.252289017,0.385776602
1466,Navarretia breweri,177.577036,0.45832458,12.35186492,16.56594009,0.037004606,0,0.012157678,-0.378456382,0.100177998
1467,Navarretia divaricata,186.435933,0.154177601,15.70404007,17.29249528,0.001115179,0,0.020609934,0,0.0465446
1468,Navarretia intertexta,130.5625081,0.271944152,17.87503277,23.15010212,0.42670358,0.413812031,0.004369577,-0.327865864,0.057128811
1469,Navarretia leucocephala,114.8606472,0.531889249,17.35076032,27.21256259,0.364046944,0,0.159333365,0,0
1470,Navarretia pubescens,152.703125,0,17.97729492,17.97729492,1.06E-18,0,0,0,0
1471,Navarretia tagetina,140.3028681,0.07274652,17.44414417,18.58290131,0.15841039,0,-0.013302171,0,0
1472,Nemacladus orientalis,40.92662919,0.354144733,15.72202683,20.3653949,0.618552646,0.390266947,0.168550863,0,0
1473,Nemacladus sigmoideus,129.7284003,0.381993549,12.86295872,16.41378116,0.196480273,0.107535822,0.403804643,-0.279704328,-0.204167372
1474,Nemophila breviflora,188.2115162,0.398981121,13.71475919,17.61494314,0,0.335017061,-0.046429036,-0.830600237,0.094516251
1475,Nemophila heterophylla,103.3799468,0.202049459,19.28201463,21.5701676,0.243137166,0,0.111663149,-0.113932587,0.120659741
1476,Nemophila maculata,113.5587135,0.525722427,17.83790711,28.764,0.40450881,-0.187227456,0.039247516,-0.231357206,0.031913823
1477,Nemophila menziesii,86.83631196,0.246925912,18.94910262,21.6504065,0.310020925,0.181639119,0.648133164,-0.247274545,-0.052961921
1478,Nemophila parviflora,106.0819742,0.331565925,20.24501932,25.79095784,0.307005387,0,0.070821924,0,0.027992329
1479,Nemophila pedunculata,120.3397578,0.289690357,23.05411331,30.11583872,0.144365986,-0.151881191,0.109633146,-0.107061578,0.041431598
1480,Neogaerrhinum filipes,71.31568642,0.265276405,13.70046633,15.809664,0.534684089,0.468471211,0.211431186,-0.515201414,0.00537879
1481,Neottia banksiana,182.1085702,0.106160839,15.77696428,16.8259119,0,0.202241153,0.00242346,0.1880748,0.059683354
1482,Neottia convallarioides,196.757905,0.049684757,14.46165595,14.9432,0,0,0.011918686,0,0.012986558
1483,Neottia cordata,127.4671677,0.369755775,19.81843973,24.81467065,0.402044228,-0.44085924,0.008698033,0,0.017452617
1484,Nepeta cataria,203.5809848,0.052264292,17.47692073,18.64072957,0.135444479,0.363218865,-0.056452522,-0.101697922,-0.023593292
1485,Neuontobotrys linearifolia,165.9791903,0.244257339,14.18433208,18.63900777,0,0,0,-0.371821634,0.170583784
1486,Nicotiana glauca,100.7632653,0,61.69226156,61.69226156,1.68E-18,0,0,0,0
1487,Nicotiana obtusifolia,99.48076575,0.050046163,45.85435299,48.78740302,0.322158519,-0.278939501,0.016631946,-0.049758046,-0.010726829
1488,Nicotiana quadrivalvis,-318.5810332,0.138306326,43.00643523,46.498813,1.252490939,1.142711479,0.591509681,3.924741088,20.72995837
1489,Nicotiana tabacum,183.8908611,0.07774072,32.37632658,34.2671424,0.191718281,-0.142228299,0.004738937,0,0.10398488
1490,Noccaea fendleri,159.8188322,0.616620792,19.39133144,33.71248762,0,0,0.03120015,-0.77311224,0.142787884
1491,Nothocalais troximoides,155.5517653,0.520390863,10.94913551,18.04999888,0.0930344,0,0.00901779,-0.694381645,0.140672432
1492,Notholithocarpus densiflorus,185.5128938,0.0760605,45.81100908,46.86184517,0.346861375,-0.22912446,-0.165808856,0,0
1493,Nothoscordum bivalve,48.1829506,0.155080038,35.69703823,37.89760286,0.954506953,0.608259581,0,-0.617988836,0
1494,Nuphar polysepala,179.2323263,0.167728652,22.89029108,25.21567444,0.048400649,-0.01817793,0.039367626,-0.041118675,0.066036816
1495,Nuphar variegata,362.3797456,0.13552184,19.47932166,21.10169492,-0.884447806,0,-0.016459002,-1.069292505,0.037437764
1496,Nuttallanthus canadensis,179.4756685,0.704097323,22.91138423,47.11703601,0.364215762,0,0.095496081,-1.166844641,0
1497,Nuttallanthus texanus,148.4741747,0.368921251,19.65728603,25.4824,-0.131034073,0.015735975,1.50008922,-0.510651438,5.992110217
1498,Nymphaea odorata,228.1198133,0.069509712,27.78861972,28.4513919,0.011118199,0.1783594,0,-0.452408301,0
1499,Oemleria cerasiformis,257.0552399,0.280574045,18.90346732,23.44146006,-0.148431208,-0.653684826,-0.105269357,-1.450274748,0.004022545
1500,Oenothera albicaulis,196.232012,0.383323626,21.80602415,33.17469759,0,-0.573082945,0,-0.723072987,0
1501,Oenothera biennis,250.9541498,0.05271694,27.06675229,28.88283872,-0.170875013,0,-0.038174435,0,0
1502,Oenothera californica,147.6127887,0.208426419,27.08673917,32.58053132,0.313191911,0.258753981,0.030967638,-0.613441462,0
